ObjectName,ObjectType,PrincipalName,PrincipalType,ActiveDirectoryRights,ACEType,AccessControlType,IsInherited
ENTERPRISE READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
ENTERPRISE READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
ENTERPRISE READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
ENTERPRISE READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
ENTERPRISE READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
CLONEABLE DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
CLONEABLE DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
CLONEABLE DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
CLONEABLE DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
CLONEABLE DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
CLONEABLE DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
CLONEABLE DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
PROTECTED USERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
PROTECTED USERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
PROTECTED USERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
PROTECTED USERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
PROTECTED USERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
PROTECTED USERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
PROTECTED USERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
ENTERPRISE KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
ENTERPRISE KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
ENTERPRISE KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
ENTERPRISE KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
ENTERPRISE KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
ENTERPRISE KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
ENTERPRISE KEY ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
DNSUPDATEPROXY@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
DNSUPDATEPROXY@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
DNSUPDATEPROXY@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
DNSUPDATEPROXY@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
DNSUPDATEPROXY@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
DNSUPDATEPROXY@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
SPACE@CYBERSPACEKITTENS.LOCAL,group,ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Owner,,AccessAllowed,False
SPACE@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
SPACE@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
SPACE@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
SPACE@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
SPACE@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
SPACE@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
HELPDESK@CYBERSPACEKITTENS.LOCAL,group,ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Owner,,AccessAllowed,False
HELPDESK@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
HELPDESK@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
HELPDESK@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
HELPDESK@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
HELPDESK@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
HELPDESK@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
LAB@CYBERSPACEKITTENS.LOCAL,group,ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Owner,,AccessAllowed,False
LAB@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
LAB@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
LAB@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
LAB@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
LAB@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
LAB@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
ADMINISTRATOR@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
GUEST@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,Owner,,AccessAllowed,False
DEFAULTACCOUNT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,Owner,,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
KRBTGT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
NEIL.PAWSTRONG@CYBERSPACEKITTENS.LOCAL,user,ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Owner,,AccessAllowed,False
BUZZ.CLAWDRIN@CYBERSPACEKITTENS.LOCAL,user,ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Owner,,AccessAllowed,False
KITTY.RIDE@CYBERSPACEKITTENS.LOCAL,user,ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Owner,,AccessAllowed,False
PURRI.GAGARIN@CYBERSPACEKITTENS.LOCAL,user,ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Owner,,AccessAllowed,False
CHRIS.CATFIELD@CYBERSPACEKITTENS.LOCAL,user,ELON.MUSKKAT@CYBERSPACEKITTENS.LOCAL,user,Owner,,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
KATE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
DADE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
CSK-GITHUB@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
GUEST@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
GUEST@CYBERSPACEKITTENS.LOCAL,user,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
GUEST@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
GUEST@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
GUEST@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
GUEST@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
cyberspacekittens.local,domain,Administrators@cyberspacekittens.local,GROUP,Owner,,AccessAllowed,False
DEFAULTACCOUNT@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
DEFAULTACCOUNT@CYBERSPACEKITTENS.LOCAL,user,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
DEFAULTACCOUNT@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
DEFAULTACCOUNT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
DEFAULTACCOUNT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
DEFAULTACCOUNT@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
NEIL.PAWSTRONG@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
NEIL.PAWSTRONG@CYBERSPACEKITTENS.LOCAL,user,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
NEIL.PAWSTRONG@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
NEIL.PAWSTRONG@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
NEIL.PAWSTRONG@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
NEIL.PAWSTRONG@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
BUZZ.CLAWDRIN@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
BUZZ.CLAWDRIN@CYBERSPACEKITTENS.LOCAL,user,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
BUZZ.CLAWDRIN@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
BUZZ.CLAWDRIN@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
BUZZ.CLAWDRIN@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
BUZZ.CLAWDRIN@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
KITTY.RIDE@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
KITTY.RIDE@CYBERSPACEKITTENS.LOCAL,user,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
KITTY.RIDE@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
KITTY.RIDE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
KITTY.RIDE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
KITTY.RIDE@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
PURRI.GAGARIN@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
PURRI.GAGARIN@CYBERSPACEKITTENS.LOCAL,user,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
PURRI.GAGARIN@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
PURRI.GAGARIN@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
PURRI.GAGARIN@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
PURRI.GAGARIN@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
CHRIS.CATFIELD@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
CHRIS.CATFIELD@CYBERSPACEKITTENS.LOCAL,user,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
CHRIS.CATFIELD@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
CHRIS.CATFIELD@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
CHRIS.CATFIELD@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
CHRIS.CATFIELD@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
CSK-GITHUB@CYBERSPACEKITTENS.LOCAL,user,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
CSK-GITHUB@CYBERSPACEKITTENS.LOCAL,user,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
CSK-GITHUB@CYBERSPACEKITTENS.LOCAL,user,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
CSK-GITHUB@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
CSK-GITHUB@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
CSK-GITHUB@CYBERSPACEKITTENS.LOCAL,user,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
cyberspacekittens.local,domain,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
cyberspacekittens.local,domain,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
cyberspacekittens.local,domain,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
cyberspacekittens.local,domain,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
cyberspacekittens.local,domain,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
cyberspacekittens.local,domain,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
cyberspacekittens.local,domain,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
cyberspacekittens.local,domain,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,DCSync,,False
cyberspacekittens.local,domain,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,DCSync,,False
